Date ,Country,Factory,Style #,Style description,Inspection Type,PO,Order QTY,Status,Exit Factory Date,Brand,QTY of Inspection Date Changes,Date Report Emailed to Factory,Comments
"Tuesday, May 5, 2026", , , ,"Back to home by bus & car, reached home  about 12PM ", , , , , , , , , 
"Wednesday, May 6, 2026", , , ,No Schedule, , , , , , , , , 
"Thursday, May 7, 2026", , , ,Go to Kadena by car and bus reached about 11 am, , , , , , , , , 
"Thursday, May 7, 2026",Bangladesh,Kadena Sportwear Ltd,3122-S03,DAKAR JACKET,1ST INLINE,PO3687,55,PASS,01/05/2026,KLIM, , , 
"Thursday, May 7, 2026",Bangladesh,Kadena Sportwear Ltd,3917-S02,SWITCHBACK CARGO PANT,1ST INLINE,PO3687,24,FAIL,01/05/2026,KLIM, , , 
 , , , , , , , , , , , , , 
"Thursday, May 7, 2026",Bangladesh,Kadena Sportwear Ltd,3182-S06,DAKAR PANT ITB,2ND INLINE,PO3687,55,PASS,01/05/2026,KLIM, , , 
"Thursday, May 7, 2026",Bangladesh,Kadena Sportwear Ltd,3183-S06,MOJAVE PANT ITB,2ND INLINE,PO3687,49,PASS,01/05/2026,KLIM, , , 
"Thursday, May 7, 2026",Bangladesh,Kadena Sportwear Ltd,3142-S05,DARKAR PANT OTB,2ND INLINE,PO3687,55,PASS,01/05/2026,KLIM, , , 
"Thursday, May 7, 2026",Bangladesh,Kadena Sportwear Ltd,3143-S05,MOJAVE PANT,2ND INLINE,PO3687,49,PASS,01/05/2026,KLIM, , , 
 , , , , , , , , , , , , , 
"Thursday, May 7, 2026",Bangladesh,Kadena Sportwear Ltd,3182-S06,DAKAR PANT ITB,FINAL,PO3687,55,PASS,01/05/2026,KLIM, , , 
"Thursday, May 7, 2026",Bangladesh,Kadena Sportwear Ltd,3183-S06,MOJAVE PANT ITB,FINAL,PO3687,49,PASS,01/05/2026,KLIM, , , 
"Thursday, May 7, 2026",Bangladesh,Kadena Sportwear Ltd,3142-S05,DARKAR PANT OTB,FINAL,PO3687,55,PASS,01/05/2026,KLIM, , , 
"Thursday, May 7, 2026",Bangladesh,Kadena Sportwear Ltd,3143-S05,MOJAVE PANT,FINAL,PO3687,49,PASS,01/05/2026,KLIM, , , 
"Friday, May 8, 2026",Bangladesh,Kadena Sportwear Ltd,3122-S03,DAKAR JACKET,FINAL,PO3687,55,PASS,01/05/2026,KLIM, , , 
"Thursday, May 7, 2026",Bangladesh,Kadena Sportwear Ltd,3917-S02,SWITCHBACK CARGO PANT,FINAL,PO3687,24,PASS,01/05/2026,KLIM, , , 
"Thursday, May 7, 2026", , , ,"Back to home by bus & car, reached home about  12 pm", , , , , , , , , 
"Friday, May 8, 2026", , , , , , , , , , , , , 
"Saturday, May 9, 2026", , , ,Go to Kadena by car and bus reached about 11 am, , , , , , , , , 
"Saturday, May 9, 2026",Bangladesh,Kadena Sportwear Ltd,3391-001, OVERRIDE JACKET,1ST INLINE,PO3667,1202,FAIL, ,KLIM, , , 
"Saturday, May 9, 2026",Bangladesh,Kadena Sportwear Ltd,P165-002,MENS HEATED VEST,1ST INLINE,P375878.KA,500,FAIL, ,POLARIS, , , 
"Saturday, May 9, 2026", , , ,"Back to home by bus & car, reached home about  11 pm", , , , , , , , , 
"Sunday, May 10, 2026", , , ,No Schedule, , , , , , , , , 
"Monday, May 11, 2026", , , ,Go to Kadena by car and bus reached about 11 am, , , , , , , , , 
"Monday, May 11, 2026",Bangladesh,Kadena Sportwear Ltd,3420-001, OVERRIDE VEST,PPM,PO3667,811,N/A, ,KLIM, , , 
"Monday, May 11, 2026",Bangladesh,Kadena Sportwear Ltd,3475-000, OVERRIDE JACKET e-FIRE,PPM,PO3667,1321,N/A, ,KLIM, , , 
"Monday, May 11, 2026",Bangladesh,Kadena Sportwear Ltd,P166-002,WOMENS HEATED VEST,PPM,P375878.KA,500,N/A, ,POLARIS, , , 
"Monday, May 11, 2026",Bangladesh,Kadena Sportwear Ltd,4105-001,INSTINCT BIB,PPM,PO3667,1001,N/A, ,KLIM, , , 
"Monday, May 11, 2026", , , ,"Back to home by bus & car, reached home about  11 pm", , , , , , , , , 
"Tuesday, May 12, 2026", , , ,No Schedule, , , , , , , , , 
"Wednesday, May 13, 2026", , , ,Go to Kadena by car and bus reached about 11  am, , , , , , , , , 
"Wednesday, May 13, 2026",Bangladesh,Kadena Sportwear Ltd,3109-S09,MOJAVE JERSEY,INLINE,PO3687,86,PASS,01/05/2026,KLIM, , , 
"Wednesday, May 13, 2026",Bangladesh,Kadena Sportwear Ltd,3315-S11,DAKAR JERSEY,INLINE,PO3687,86,FAIL,01/05/2026,KLIM, , , 
"Wednesday, May 13, 2026",Bangladesh,Kadena Sportwear Ltd,P415-001,MENS HEATED LINER GLOVE,2ND INLINE,P375878.KA,1000,PASS,16/05/2026,POLARIS, , , 
"Wednesday, May 13, 2026", , , ,"Back to home by bus & car, reached home about  11  pm", , , , , , , , , 
"Thursday, May 14, 2026", , , ,Go to Dhakarea by car and reached about  10  am, , , , , , , , , 
"Thursday, May 14, 2026",Bangladesh,Flex/Dhakarea,P1292-000, SHADOW LOG,FINAL,P410344,576,PASS, ,POLARIS, , , 
"Thursday, May 14, 2026",Bangladesh,Flex/Dhakarea,P1324-000 , SLOPE CAP,FINAL,P410344,576,PASS, ,POLARIS, , , 
"Thursday, May 14, 2026",Bangladesh,Flex/Dhakarea,P1344-000,American patch cap,FINAL,P410344,1152,PASS, ,POLARIS, , , 
"Thursday, May 14, 2026",Bangladesh,Flex/Dhakarea,P11158-000,Hunter cap,FINAL,P410344,576,PASS, ,POLARIS, , , 
"Thursday, May 14, 2026",Bangladesh,Flex/Dhakarea,P1214-000,Metal base panel cap,FINAL,P410344,864,PASS, ,POLARIS, , , 
"Thursday, May 14, 2026",Bangladesh,Flex/Dhakarea,P1159-000,Rzr pro cap,FINAL,P410344,1152,PASS, ,POLARIS, , , 
"Thursday, May 14, 2026",Bangladesh,Flex/Dhakarea,P1190-000,Ranger cap,FINAL,P410344,576,PASS, ,POLARIS, , , 
"Thursday, May 14, 2026",Bangladesh,Flex/Dhakarea,RZR3D,Logo trucker,FINAL,P410344,1728,PASS, ,POLARIS, , , 
"Thursday, May 14, 2026",Bangladesh,Flex/Dhakarea,P1121-000,Trucker base ,FINAL,P410344,576,PASS, ,POLARIS, , , 
"Thursday, May 14, 2026", , , ,"Back to home by car, reached home about  7 pm", , , , , , , , , 
"Friday, May 15, 2026", , , , , , , , , , , , , 
"Saturday, May 16, 2026", , , ,Go to Kadena by car and bus reached about 11  am, , , , , , , , , 
"Saturday, May 16, 2026",Bangladesh,Kadena Sportwear Ltd,3109-S09,MOJAVE JERSEY,FINAL,PO3687,86,Pass,01/05/2026,KLIM, , , 
"Saturday, May 16, 2026",Bangladesh,Kadena Sportwear Ltd,3315-S11,DAKAR JERSEY,FINAL,PO3687,86,Pass,01/05/2026,KLIM, , , 
"Saturday, May 16, 2026",Bangladesh,Kadena Sportwear Ltd,3420-001, OVERRIDE VEST,1ST INLINE,PO3667,811,FAIL, ,KLIM, , , 
"Saturday, May 16, 2026",Bangladesh,Kadena Sportwear Ltd,3475-000, OVERRIDE JACKET e-FIRE,1ST INLINE,PO3667,1321,FAIL, ,KLIM, , , 
"Saturday, May 16, 2026",Bangladesh,Kadena Sportwear Ltd,P166-002,WOMENS HEATED VEST,1ST INLINE,P375878.KA,500,Pass, ,POLARIS, , , 
"Saturday, May 16, 2026", , , ,"Back to home by bus & car, reached home about  12  pm", , , , , , , , , 
"Sunday, May 17, 2026", , , ,Go to Kadena by car and bus reached about am 11 am, , , , , , , , , 
"Sunday, May 17, 2026",Bangladesh,Kadena Sportwear Ltd,3391-001, OVERRIDE JACKET,2ND INLINE,PO3667,1202,Pass, ,KLIM, , , 
"Sunday, May 17, 2026",Bangladesh,Kadena Sportwear Ltd,P165-002,MENS HEATED VEST,2ND INLINE,P375878.KA,500,FAIL, ,POLARIS, , , 
"Sunday, May 17, 2026",Bangladesh,Kadena Sportwear Ltd,3423-001, OVERRIDE VEST e-FIRE,PPM,PO3667,1401, , ,KLIM, , , 
"Sunday, May 17, 2026",Bangladesh,Kadena Sportwear Ltd,3394-001, OVERRIDE ALLOY  JACKET,PPM,PO3667,1001, , ,KLIM, , , 
 , , , ,"Back to home by bus & car, reached home about  12  pm", , , , , , , , , 
"Monday, May 18, 2026", , , ,Go to Kadena by car and bus reached about am 11 am, , , , , , , , , 
"Monday, May 18, 2026",Bangladesh,Kadena Sportwear Ltd,3420-001, OVERRIDE VEST,2ND INLINE,PO3667,790,PASS, ,KLIM, , , 
"Monday, May 18, 2026",Bangladesh,Kadena Sportwear Ltd,3395-001, OVERRIDE ALLOY  PANT,FINAL,PO3667,712,PASS, ,KLIM, , , 
"Monday, May 18, 2026", , , ,"Back to home by bus & car, reached home about  12  pm", , , , , , , , , 
"Tuesday, May 19, 2026", , , ,No Schedule, , , , , , , , , 
"Wednesday, May 20, 2026", , , ,Go to Kadena by car and bus reached about 11 am, , , , , , , , , 
"Wednesday, May 20, 2026",Bangladesh,Kadena Sportwear Ltd,3254-002,Transition Softshell Pant,FINAL,PO3681,1001,PASS, ,KLIM, , , 
"Wednesday, May 20, 2026",Bangladesh,Kadena Sportwear Ltd,3420-001, OVERRIDE VEST,FINAL,PO3667,790,PASS, ,KLIM, , , 
"Wednesday, May 20, 2026",Bangladesh,Kadena Sportwear Ltd,3391-001, OVERRIDE JACKET,FINAL,PO3667,1175,PASS, ,KLIM, , , 
"Wednesday, May 20, 2026",Bangladesh,Kadena Sportwear Ltd,3375-006 ,TOMAHAWK BIB,FINAL,PO3667,1001,PASS, ,KLIM, , , 
"Wednesday, May 20, 2026", , , ,"Back to home by bus & car, reached home about  12  pm", , , , , , , , , 
"Thursday, May 21, 2026", , , ,No Schedule, , , , , , , , , 
"Friday, May 22, 2026", , , , , , , , , , , , , 
"Saturday, May 23, 2026", , , ,Go to Kadena by car and bus reached about 11  am, , , , , , , , , 
"Saturday, May 23, 2026",Bangladesh,Kadena Sportwear Ltd,3302-001, ALLOY JACKET,1ST INLINE,PO3667,1165,FAIL, ,KLIM, , , 
"Saturday, May 23, 2026",Bangladesh,Kadena Sportwear Ltd,3423-001, OVERRIDE VEST e-FIRE,1ST INLINE,PO3667,1401,FAIL, ,KLIM, , , 
"Saturday, May 23, 2026",Bangladesh,Kadena Sportwear Ltd,3475-000, OVERRIDE JACKET e-FIRE,2ND INLINE,PO3667,1321,PASS, ,KLIM, , , 
"Saturday, May 23, 2026",Bangladesh,Kadena Sportwear Ltd,P166-002,WOMENS HEATED VEST,2ND INLINE,P375878.KA,500,PASS, ,POLARIS, , , 
"Saturday, May 23, 2026", , , ,"Back to home by bus & car, reached home about 11   pm", , , , , , , , , 
"Sunday, May 24, 2026", , , ,No Schedule, , , , , , , , , 
"Monday, May 25, 2026", , , ,No Schedule, , , , , , , , , 
"Tuesday, May 26, 2026", , , , , , , , , , , , , 
"Wednesday, May 27, 2026", , , , , , , , , , , , , 
"Thursday, May 28, 2026", , , ,Eid -Al -Adha festival, , , , , , , , , 
"Friday, May 29, 2026", , , , , , , , , , , , , 
"Saturday, May 30, 2026", , , , , , , , , , , , , 
"Sunday, May 31, 2026", , , , , , , , , , , , , 
"Monday, June 1, 2026", , , , , , , , , , , , , 
"Tuesday, June 2, 2026", , , ,No Schedule, , , , , , , , , 
"Wednesday, June 3, 2026", , , ,Go to Kadena by car and bus reached about  11am, , , , , , , , , 
"Wednesday, June 3, 2026",Bangladesh,Kadena Sportwear Ltd,3200-003,AGGRESSOR PANT 2.0,PPM,PO3650,3799,N/A,05/05/2026,KLIM, , , 
"Wednesday, June 3, 2026",Bangladesh,Kadena Sportwear Ltd,3286-003,AGGRESSOR PANT 3.0,PPM,PO3650,2799,N/A,05/05/2026,KLIM, , , 
"Wednesday, June 3, 2026",Bangladesh,Kadena Sportwear Ltd,3288-003,SOLSTICE PANT 3.0,PPM,PO3650,1500,N/A,05/05/2026,KLIM, , , 
"Wednesday, June 3, 2026",Bangladesh,Kadena Sportwear Ltd,3202-003,SOLSTICE PANT 2.0,PPM,PO3650,1043,N/A,05/05/2026,KLIM, , , 
"Wednesday, June 3, 2026",Bangladesh,Kadena Sportwear Ltd,3356-007,AGGRESSOR SHIRT 1.0,PPM,PO3650,1146,N/A,05/05/2026,KLIM, , , 
"Wednesday, June 3, 2026", , , ,"Back to home by bus & car, reached home about 11pm", , , , , , , , , 
"Thursday, June 4, 2026", , , ,Go to Kadena by car and bus reached about 11 am, , , , , , , , , 
"Thursday, June 4, 2026",Bangladesh,Kadena Sportwear Ltd,3198-003,AGGRESSOR SHIRT 2.0,PPM,PO3650,4602,N/A,05/05/2026,KLIM, , , 
"Thursday, June 4, 2026",Bangladesh,Kadena Sportwear Ltd,3201-003,SOLSTICE SHIRT 2.0,PPM,PO3650,1000,N/A,05/05/2026,KLIM, , , 
"Thursday, June 4, 2026",Bangladesh,Kadena Sportwear Ltd,3287-003,SOLSTICE SHIRT 3.0,PPM,PO3650,1499,N/A,05/05/2026,KLIM, , , 
"Thursday, June 4, 2026",Bangladesh,Kadena Sportwear Ltd,3861-001,AGGRESSOR SHIRT 3.0,PPM,PO3650,3802,N/A,05/05/2026,KLIM, , , 
"Thursday, June 4, 2026",Bangladesh,Kadena Sportwear Ltd,3422-000,AGGRESSOR ONE-PIECE 2.0,PPM,PO3650,701,N/A,05/05/2026,KLIM, , , 
"Thursday, June 4, 2026", , , ,"Back to home by bus & car, reached home about 11pm", , , , , , , , , 
"Friday, June 5, 2026", , , , , , , , , , , , , 
"Saturday, June 6, 2026", , , ,Go to Kadena by car and bus reached about 11 am, , , , , , , , , 
"Saturday, June 6, 2026",Bangladesh,Kadena Sportwear Ltd,3423-001, OVERRIDE VEST e-FIRE,2ND INLINE,PO3667,1401,PASS, , , , , 
"Saturday, June 6, 2026",Bangladesh,Kadena Sportwear Ltd,3302-001, ALLOY JACKET,2ND INLINE,PO3667,1165,PASS, , , , , 
"Saturday, June 6, 2026", , , ,"Back to home by bus & car, reached home about 11pm", , , , , , , , , 
"Sunday, June 7, 2026", , , ,No Schedule, , , , , , , , , 
"Monday, June 8, 2026",,,,No Schedule,,,,,,,,,
"Monday, June 8, 2026",,,,Go to Kadena by car and bus reached about 11 am,,,,,,,,,
"Tuesday, June 9, 2026",Bangladesh,Kadena Sportwear Ltd,P165-002,MENS HEATED VEST,FINAL,P375878.KA,500,PASS, ,POLARIS, , , 
"Tuesday, June 9, 2026",Bangladesh,Kadena Sportwear Ltd,P166-002,WOMENS HEATED VEST,FINAL,P375878.KA,500,PASS, ,POLARIS, , , 
"Tuesday, June 9, 2026", , , ,"Back to home by bus & car, reached home about11 pm", , , , , , , , , 
,,,,Go to Kadena by car and bus reached about 11 am,,,,,,,,,
"Wednesday, June 10, 2026",Bangladesh,Kadena Sportwear Ltd,P415-001,MENS HEATED LINER GLOVE,FINAL,P375878.KA,1000,PASS,16/05/2026,POLARIS,,,
"Wednesday, June 10, 2026",Bangladesh,Kadena Sportwear Ltd,3423-001, OVERRIDE VEST e-FIRE,FINAL,PO3667,1401,PASS, ,KLIM, , , 
"Wednesday, June 10, 2026",Bangladesh,Kadena Sportwear Ltd,3475-000, OVERRIDE JACKET e-FIRE,FINAL,PO3667,1321,PASS, ,KLIM, , , 
"Wednesday, June 10, 2026",Bangladesh,Kadena Sportwear Ltd,3302-001, ALLOY JACKET,FINAL,PO3667,1165,PASS, ,KLIM, , , 
"Wednesday, June 10, 2026", , , ,"Back to home by bus & car, reached home about11 pm", , , , , , , , , 
"Thursday, June 11, 2026", , , ,Go to Flex/Dhakarea by car and reached about 10  am, , , , , , , , , 
"Thursday, June 11, 2026",Bangladesh,Flex/Dhakarea,6814-000,Escape mesh back heat,FINAL,PO3729,1001,PASS,,,,,
"Thursday, June 11, 2026",Bangladesh,Flex/Dhakarea,3330-007,K Corp hat,FINAL,PO3730,4000,PASS,,,,,
"Thursday, June 11, 2026",,,,"Back to home by bus & car, reached home about 7 pm",,,,,,, , , 
"Friday, June 12, 2026", , , , , , , , , , , , , 
"Saturday, June 13, 2026", , , ,, , , , , , , , , 
"Sunday, June 14, 2026", , , ,Go to Kadena by car and bus reached about 11 am, , , , , , , , , 
"Sunday, June 14, 2026",Bangladesh,Kadena Sportwear Ltd,3200-003,AGGRESSOR PANT 2.0,1ST INLINE,PO3650,3799,FAIL,05/05/2026,KLIM,,,
"Sunday, June 14, 2026",Bangladesh,Kadena Sportwear Ltd,3356-007,AGGRESSOR SHIRT 1.0,1ST INLINE,PO3650,1146,PASS,05/05/2026,KLIM,,,
"Sunday, June 14, 2026",Bangladesh,Kadena Sportwear Ltd,3287-003,SOLSTICE SHIRT 3.0,1ST INLINE,PO3650,1499,FAIL,05/05/2026,KLIM,,,
,,,,,,,,,,, , , 
"Sunday, June 14, 2026",Bangladesh,Kadena Sportwear Ltd,3286-003,AGGRESSOR PANT 3.0,1ST INLINE,PO3650,2799, ,05/05/2026,KLIM, , ,not yet ready
"Sunday, June 14, 2026",Bangladesh,Kadena Sportwear Ltd,3288-003,SOLSTICE PANT 3.0,1ST INLINE,PO3650,1500, ,05/05/2026,KLIM, , ,not yet ready
"Sunday, June 14, 2026",,,,"Back to home by bus & car, reached home about11 pm",,,,,,, , , 
"Monday, June 15, 2026", , , ,Go to Kadena by car and bus reached about 11 am, , , , , , , , , 
"Monday, June 15, 2026",Bangladesh,Kadena Sportwear Ltd,4105-000,INSTINCT BIB,1ST INLINE,PO3667,1001,FAIL, ,KLIM,,,
"Monday, June 15, 2026",Bangladesh,Kadena Sportwear Ltd,3394-001, OVERRIDE ALLOY  JACKET,1ST INLINE,PO3667,1001,FAIL, ,KLIM,,,
,,,,,,,,,,,,,
"Monday, 15 June 2026",,,,"Back to home by bus & car, reached home about 11  pm",,,,,,,,,
"Tuesday, 16 June 2026",,,,No Schedule,,,,,,,,,
"Wednesday, 17 June 2026",,,,No Schedule,,,,,,,,,
"Thursday, 18 June 2026",,,,Go to Kadena by car and bus reached about 11 am,,,,,,,,,
"Thursday, June 18, 2026",Bangladesh,Kadena Sportwear Ltd,3394-001, OVERRIDE ALLOY  JACKET,2ND INLINE,PO3667,1001,PASS,,KLIM,,,
"Thursday, June 18, 2026",Bangladesh,Kadena Sportwear Ltd,4105-001,INSTINCT BIB,2ND INLINE,PO3667,1001,PASS,,KLIM,,,
"Thursday, June 18, 2026",Bangladesh,Kadena Sportwear Ltd,3287-003,SOLSTICE SHIRT 3.0,2ND INLINE,PO3650,1499,FAIL,05/05/2026,KLIM,,,
"Thursday, June 18, 2026",Bangladesh,Kadena Sportwear Ltd,3356-007,AGGRESSOR SHIRT 1.0,2ND INLINE,PO3650,1146,PASS,05/05/2026,KLIM,, , 
"Thursday, June 18, 2026",Bangladesh,Kadena Sportwear Ltd,3200-003,AGGRESSOR PANT 2.0,2ND INLINE,PO3650,3799,PASS,05/05/2026,KLIM,,,
"Thursday, June 18, 2026",Bangladesh,Kadena Sportwear Ltd,3201-003,SOLSTICE SHIRT 2.0,2ND INLINE,PO3650,1000, ,05/05/2026,KLIM,, , 
"Thursday, June 18, 2026",,,,"Back to home by bus & car, reached home about 12  pm",,,,,,, , , 
"Friday, June 19, 2026",,,,,,,,,,,,,
"Saturday, June 20, 2026",Bangladesh,Kadena Sportwear Ltd,3286-003,AGGRESSOR PANT 3.0,1ST INLINE,PO3650,2799,FAIL,05/05/2026,KLIM,,,
"Saturday, June 20, 2026",Bangladesh,Kadena Sportwear Ltd,3422-000,AGGRESSOR ONE-PIECE 2.0,1ST INLINE,PO3650,701,FAIL,05/05/2026,KLIM,,,
"Saturday, June 20, 2026",Bangladesh,Kadena Sportwear Ltd,3201-003,SOLSTICE SHIRT 2.0,1ST INLINE,PO3650,1000, ,05/05/2026,KLIM,,,
"Saturday, June 20, 2026",Bangladesh,Kadena Sportwear Ltd,3198-003,AGGRESSOR SHIRT 2.0,1ST INLINE,PO3650,4602,FAIL,05/05/2026,KLIM,,,
"Sunday, June 21, 2026", , ,,Go to Kadena by car and bus reached about 11 am, , , , , , , , , 
"Sunday, June 21, 2026",Bangladesh,Kadena Sportwear Ltd,3356-007,AGGRESSOR SHIRT 1.0,FINAL,PO3650,1146,PASS,05/05/2026,KLIM,,,
"Sunday, June 21, 2026",Bangladesh,Kadena Sportwear Ltd,3200-003,AGGRESSOR PANT 2.0,FINAL,PO3650,3799,PASS,05/05/2026,KLIM,,,
"Sunday, June 21, 2026",,,,"Back to home by bus & car, reached home about  11 pm",,,,,,,,,
"Monday, June 22, 2026",,,,No Schedule,,,,,,, , , 
,,,,Go to Kadena by car and bus reached about 11 am,,,,,,,,,
"Tuesday, June 23, 2026",Bangladesh,Kadena Sportwear Ltd,3422-000,AGGRESSOR ONE-PIECE 2.0,2ND INLINE,PO3650,701,PASS,05/05/2026,KLIM, , , 
"Tuesday, June 23, 2026",Bangladesh,Kadena Sportwear Ltd,3198-003,AGGRESSOR SHIRT 2.0,2ND INLINE,PO3650,4602,PASS,05/05/2026,KLIM,,,
"Tuesday, June 23, 2026",Bangladesh,Kadena Sportwear Ltd,3286-003,AGGRESSOR PANT 3.0,2ND INLINE,PO3650,2799,PASS,05/05/2026,KLIM,,,
"Tuesday, June 23, 2026",,,,"Back to home by bus & car, reached home about  11 pm",,,,,,,,,
"Wednesday, June 24, 2026", , , ,Go to Kadena by car and bus reached about 11 am, , , , , , , , , 
"Wednesday, June 24, 2026",Bangladesh,Kadena Sportwear Ltd,3394-001,OVERRIDE ALLOY  JACKET,FINAL,PO3667,1001,PASS, ,KLIM,,,
"Wednesday, June 24, 2026",Bangladesh,Kadena Sportwear Ltd,4105-001,INSTINCT BIB,FINAL,PO3667,1001,PASS, ,KLIM,,,
"Wednesday, June 24, 2026",Bangladesh,Kadena Sportwear Ltd,3423-001, OVERRIDE VEST e-FIRE,FINAL,PO3698,1000,PASS,,KLIM,,,
"Wednesday, June 24, 2026",Bangladesh,Kadena Sportwear Ltd,3861-001,AGGRESSOR SHIRT 3.0,1ST INLINE,PO3650,3802,FAIL,05/05/2026,KLIM,,,
"Wednesday, June 24, 2026",,,,"Back to home by bus & car, reached home about 12  pm",,,,,,,,,
"Thursday, June 25, 2026",,,,Go to Kadena by car and bus reached about 11 am,,,,,,,,,
"Thursday, June 25, 2026",Bangladesh,Kadena Sportwear Ltd,3201-003,SOLSTICE SHIRT 2.0,2ND INLINE,PO3650,1000,PASS,05/05/2026,KLIM,,,
"Thursday, June 25, 2026",Bangladesh,Kadena Sportwear Ltd,3288-003,SOLSTICE PANT 3.0,1ST INLINE,PO3650,1500,PASS,05/05/2026,KLIM,,,
"Thursday, June 25, 2026",,,,"Back to home by bus & car, reached home about 11  pm",,,,,,,,,
"Friday, 26 June 2026",,,,,,,,,,,,,
"Saturday, 27 June 2026",,,,Go to Kadena by car and bus reached about 11 am,,,,,,,,,
"Saturday, 27 June 2026",Bangladesh,Kadena Sportwear Ltd,3287-003,SOLSTICE SHIRT 3.0,FINAL,PO3650,1499,PASS,05/05/2026,KLIM,,,
"Saturday, 27 June 2026",Bangladesh,Kadena Sportwear Ltd,3286-003,AGGRESSOR PANT 3.0,FINAL,PO3650,2799,PASS,05/05/2026,KLIM,,,
"Saturday, 27 June 2026",Bangladesh,Kadena Sportwear Ltd,3201-003,SOLSTICE SHIRT 2.0,FINAL,PO3650,1000,PASS,05/05/2026,KLIM,,,
"Saturday, 27 June 2026",Bangladesh,Kadena Sportwear Ltd,3288-003,SOLSTICE PANT 3.0,2ND INLINE,PO3650,1500,PASS,05/05/2026,KLIM,,,
"Saturday, 27 June 2026",Bangladesh,Kadena Sportwear Ltd,3861-001,AGGRESSOR SHIRT 3.0,1ST INLINE,PO3650,3802,FAIL,05/05/2026,KLIM,,,
"Saturday, 27 June 2026",Bangladesh,Kadena Sportwear Ltd,3202-003,SOLSTICE PANT 2.0,1ST INLINE,PO3650,1043,PASS,05/05/2026,KLIM,,,
"Saturday, 27 June 2026",,,,"Back to home by bus & car, reached home about 12   pm",,,,,,,,,
"Sunday, 28 June 2026",,,,No Schedule,,,,,,,,,
"Monday, 29 June 2026",,,,No Schedule,,,,,,,,,
"Tuesday, 30 June 2026",,,,Meeting with Ms. Fanny Wong  through Team,,,,,,,,,
"Wednesday, 1 July 2026",,,,Go to Kadena by car and bus reached about11  am,,,,,,,,,
"Wednesday, 1 July 2026",Bangladesh,Kadena Sportwear Ltd,3288-003,SOLSTICE PANT 3.0,FINAL,PO3650,1500,PASS,05/05/2026,KLIM,,,
"Wednesday, 1 July 2026",Bangladesh,Kadena Sportwear Ltd,3202-003,SOLSTICE PANT 2.0,FINAL,PO3650,1043,PASS,05/05/2026,KLIM,,,
"Wednesday, 1 July 2026",Bangladesh,Kadena Sportwear Ltd,3422-000,AGGRESSOR ONE-PIECE 2.0,FINAL,PO3650,701,PASS,05/05/2026,KLIM,,,
"Wednesday, 1 July 2026",Bangladesh,Kadena Sportwear Ltd,3861-001,AGGRESSOR SHIRT 3.0,FINAL,PO3650,3802,PASS,05/05/2026,KLIM,,,
"Wednesday, 1 July 2026",Bangladesh,Kadena Sportwear Ltd,3198-003,AGGRESSOR SHIRT 2.0,FINAL,PO3650,4602,PASS,05/05/2026,KLIM,,,
"Wednesday, 1 July 2026",,,,"Back to home by bus & car, reached home about 12  pm",,,,,,,,,
"Thursday, 2 July 2026",,,,No Schedule,,,,,,,,,
"Friday, 3 July 2026",,,,,,,,,,,,,
"Saturday, 4 July 2026",,,,,,,,,,,,,
"Sunday, 5 July 2026",,,,Student people uprising day,,,,,,,,,
"Monday, 6 July 2026",,,,No Schedule,,,,,,,,,
"Tuesday, 7 July 2026",,,,No Schedule,,,,,,,,,
"Wednesday, 8 July 2026",,,,Go to Kadena by car and bus reached about am,,,,,,,,,
"Wednesday, 8 July 2026",Bangladesh,Kadena Industries Ltd.,4040-005,INSTINCT JACKET,ppm,3698,700,,,KLIM,,,
"Wednesday, 8 July 2026",,,,"Back to home by bus & car, reached home about   pm",,,,,,,,,
"Thursday, 9 July 2026",,,,No Schedule,,,,,,,,,
"Friday, 10 July 2026",,,,,,,,,,,,,
"Saturday, 11 July 2026",,,,,,,,,,,,,
"Sunday, 12 July 2026",,,,No Schedule,,,,,,,,,
"Monday, 13 July 2026",,,,No Schedule,,,,,,,,,
"Tuesday, 14 July 2026",,,,No Schedule,,,,,,,,,
"Wednesday, 15 July 2026",,,,No Schedule,,,,,,,,,
"Thursday, 16 July 2026",,,,No Schedule,,,,,,,,,
"Friday, 17 July 2026",,,,,,,,,,,,,
"Saturday, 18 July 2026",,,,,,,,,,,,,
"Sunday, 19 July 2026",,,,Go to Kadena by car and bus reached about  am,,,,,,,,,
"Sunday, 19 July 2026",Bangladesh,Kadena Industries Ltd.,4040-005,INSTINCT JACKET,1ST INLINE,3698,700,,,KLIM,,,
"Sunday, 19 July 2026",,,,"Back to home by bus & car, reached home about   pm",,,,,,,,,
"Monday, 20 July 2026",,,,No Schedule,,,,,,,,,
"Tuesday, 21 July 2026",,,,No Schedule,,,,,,,,,
"Wednesday, 22 July 2026",,,,No Schedule,,,,,,,,,
"Thursday, 23 July 2026",,,,Go to Kadena by car and bus reached about am,,,,,,,,,
"Thursday, 23 July 2026",Bangladesh,Kadena Industries Ltd.,4040-005,INSTINCT JACKET,2ND INLINE,3698,700,,,KLIM,,,
"Thursday, 23 July 2026",,,,"Back to home by bus & car, reached home about   pm",,,,,,,,,
"Friday, 24 July 2026",,,,,,,,,,,,,
"Saturday, 25 July 2026",,,,No Schedule,,,,,,,,,
"Sunday, 26 July 2026",,,,Go to Flex/Dhakarea by car and reached about   am,,,,,,,,,
